cluster,pose_index,description
3,305,"a person steps back and uses arms to lower themselves into a seat, then stands back up and takes a step forward#a/DET person/NOUN step/VERB back/ADV and/CCONJ use/VERB arm/NOUN to/PART lower/VERB themselves/PRON into/ADP a/DET seat/NOUN then/ADV stand/VERB back/ADV up/ADV and/CCONJ take/VERB a/DET step/NOUN forward/ADV#0.0#0.0
a person shuffles backwards and then sits down.#a/DET person/NOUN shuffle/VERB backwards/ADV and/CCONJ then/ADV sit/VERB down/ADP#0.0#0.0
a person walks backwards to the right and sits down the gets back up.#a/DET person/NOUN walk/VERB backwards/ADV to/ADP the/DET right/NOUN and/CCONJ sit/VERB down/ADP the/DET get/NOUN back/ADV up/ADV#0.0#0.0
"
3,307,"someone walks five feet and then sits down on a chair for a second, gets up and walks back five feet#someone/PRON walk/VERB five/NUM foot/NOUN and/CCONJ then/ADV sit/VERB down/ADP on/ADP a/DET chair/NOUN for/ADP a/DET second/NOUN get/VERB up/ADV and/CCONJ walk/VERB back/ADV five/NUM foot/NOUN#0.0#0.0
a person walks from one end of the frame to another then goes into a sitting position and afterwards they walk back.#a/DET person/NOUN walk/VERB from/ADP one/NUM end/NOUN of/ADP the/DET frame/NOUN to/ADP another/DET then/ADV go/VERB into/ADP a/DET sit/VERB position/NOUN and/CCONJ afterwards/ADV they/PRON walk/VERB back/ADV#0.0#0.0
a man walks to the back of a room and takes a seat, then leaves his chair and walks back to the front of the room.#a/DET man/NOUN walk/VERB to/ADP the/DET back/NOUN of/ADP a/DET room/NOUN and/CCONJ take/VERB a/DET seat/NOUN then/ADV leave/VERB his/DET chair/NOUN and/CCONJ walk/VERB back/ADV to/ADP the/DET front/NOUN of/ADP the/DET room/NOUN#0.0#0.0
"
3,308,"person has their legs spread out and standing then changes position and does the same#person/NOUN has/AUX their/DET leg/NOUN spread/VERB out/ADV and/CCONJ stand/VERB then/ADV change/VERB position/NOUN and/CCONJ does/AUX the/DET same/ADJ#0.0#0.0
a person standing with their lags wide open then brings them back together.#a/DET person/NOUN stand/VERB with/ADP their/DET lag/NOUN wide/ADV open/ADJ then/ADV bring/VERB them/PRON back/ADV together/ADV#0.0#6.0
a person stands with legs spread far apart. they step together to rotate position, then splits legs to stand apart again.#a/DET person/NOUN stand/VERB with/ADP leg/NOUN spread/VERB far/ADV apart/ADV they/PRON step/VERB together/ADV to/PART rotate/VERB position/NOUN then/ADV split/VERB leg/NOUN to/PART stand/VERB apart/ADV again/ADV#0.0#0.0
"
3,309,"a person is standing and making a frustrated gesture.#a/DET person/NOUN is/AUX stand/VERB and/CCONJ make/VERB a/DET frustrated/ADJ gesture/NOUN#0.0#0.0
a person swats their right hand while standing in place 3 times, then shrugs their shoulders#a/DET person/NOUN swat/VERB their/DET right/ADJ hand/NOUN while/SCONJ stand/VERB in/ADP place/NOUN time/NOUN then/ADV shrug/VERB their/DET shoulder/NOUN#0.0#0.0
a person raises their arms, bends them at the elbows, and moves them up and down#a/DET person/NOUN raise/VERB their/DET arm/NOUN bend/VERB them/PRON at/ADP the/DET elbow/NOUN and/CCONJ move/VERB them/PRON up/ADP and/CCONJ down/ADV#0.0#0.0
"
3,310,"a persons walks to the right#a/DET person/NOUN walk/VERB to/ADP the/DET right/NOUN#0.0#0.0
a person walks slowly to the right.#a/DET person/NOUN walk/VERB slowly/ADV to/ADP the/DET right/NOUN#0.0#0.0
the person walks by turning to the right#the/DET person/NOUN walk/VERB by/ADP turn/VERB to/ADP the/DET right/NOUN#0.0#0.0
"
3,312,"a person stands legs slightly bent with hands on thighs then lifts arms straight out sideways.#a/DET person/NOUN stand/VERB leg/NOUN slightly/ADV bent/ADJ with/ADP hand/NOUN on/ADP thigh/NOUN then/ADV lift/VERB arm/NOUN straight/ADV out/ADV sideways/ADV#0.0#0.0
a person stands very still then extends both arms out to form a cross.#a/DET person/NOUN stand/VERB very/ADV still/ADV then/ADV extend/VERB both/DET arm/NOUN out/ADP to/PART form/VERB a/DET cross/NOUN#0.0#0.0
a person stands still for a moment, and ends by making a t-pose.#a/DET person/NOUN stand/VERB still/ADV for/ADP a/DET moment/NOUN and/CCONJ end/VERB by/ADP make/VERB a/DET tpose/NOUN#0.0#0.0
"
3,315,"person is using their left arm to wave#person/NOUN is/AUX use/VERB their/DET left/ADJ arm/NOUN to/PART wave/VERB#0.0#0.0
a person waves with the left hand.#a/DET person/NOUN wave/VERB with/ADP the/DET left/ADJ hand/NOUN#0.0#0.0
a person waves their left hand above their head, then lowers the hand.#a/DET person/NOUN wave/VERB their/DET left/ADJ hand/NOUN above/ADP their/DET head/NOUN then/ADV lower/VERB the/DET hand/NOUN#0.0#0.0
"
3,316,"a man runs back and forth, then upon running back decides to stop almost midway.#a/DET man/NOUN run/VERB back/ADV and/CCONJ forth/ADV then/ADV upon/SCONJ run/VERB back/ADV decide/VERB to/PART stop/VERB almost/ADV midway/ADV#0.0#0.0
person starts in the middle then jogs to their right then to their left then back to the middle and stops#person/NOUN start/VERB in/ADP the/DET middle/NOUN then/ADV jog/VERB to/ADP their/DET right/NOUN then/ADV to/ADP their/DET left/NOUN then/ADV back/ADV to/ADP the/DET middle/NOUN and/CCONJ stop/NOUN#0.0#0.0
a person runs back and forth.#a/DET person/NOUN run/VERB back/ADV and/CCONJ forth/ADV#0.0#0.0
"
3,317,"a person grabs at things with their right arm then moves it in a circular motion#a/DET person/NOUN grab/VERB at/ADP thing/NOUN with/ADP their/DET right/ADJ arm/NOUN then/ADV move/VERB it/PRON in/ADP a/DET circular/ADJ motion/NOUN#0.0#0.0
a person wiping down the window#a/DET person/NOUN wipe/VERB down/ADP the/DET window/NOUN#0.0#0.0
a person points in front of them with their left arm, before drawing an imaginary circle with it.#a/DET person/NOUN point/VERB in/ADP front/NOUN of/ADP them/PRON with/ADP their/DET left/ADJ arm/NOUN before/ADP draw/VERB an/DET imaginary/ADJ circle/NOUN with/ADP it/PRON#0.0#10.0
"
3,318,"a man lifts its left arm up and down.#a/DET man/NOUN lift/VERB its/DET left/ADJ arm/NOUN up/ADV and/CCONJ down/ADV#0.0#0.0
a person lifts left arm up to chest in a curling motion.#a/DET person/NOUN lift/VERB left/VERB arm/NOUN up/ADP to/ADP chest/NOUN in/ADP a/DET curling/ADJ motion/NOUN#nan#nan
a person bends and lowers their left arm at the elbow#a/DET person/NOUN bend/VERB and/CCONJ lower/VERB their/DET left/ADJ arm/NOUN at/ADP the/DET elbow/NOUN#0.0#0.0
"
3,320,"someone staggers forwards to the left and put their right arm on an object.#someone/PRON stagger/VERB forwards/ADV to/ADP the/DET left/NOUN and/CCONJ put/VERB their/DET right/ADJ arm/NOUN on/ADP an/DET object/NOUN#0.0#0.0
person walks slowly like it pain and uses something to help keep balance#person/NOUN walk/VERB slowly/ADV like/SCONJ it/PRON pain/VERB and/CCONJ use/VERB something/PRON to/PART help/VERB keep/VERB balance/NOUN#0.0#0.0
"
3,321,"a figure slides two long steps to its left, then takes three sideways steps to its right, crossing left foot in front of right, and one step without crossing the left foot in front.#a/DET figure/NOUN slide/VERB two/NUM long/ADJ step/NOUN to/ADP its/DET left/NOUN then/ADV take/VERB three/NUM sideway/NOUN step/NOUN to/ADP its/DET right/NOUN cross/VERB left/ADJ foot/NOUN in/ADP front/NOUN of/ADP right/NOUN and/CCONJ one/NUM step/NOUN without/ADP cross/VERB the/DET left/ADJ foot/NOUN in/ADP front/NOUN#0.0#0.0
a person sidesteps to the right then to the left#a/DET person/NOUN sidestep/VERB to/ADP the/DET right/NOUN then/ADV to/ADP the/DET left/NOUN#0.0#0.0
a person performs a side step to the left and then a leg over leg step back to the right.#a/DET person/NOUN perform/VERB a/DET side/NOUN step/NOUN to/ADP the/DET left/NOUN and/CCONJ then/ADV a/DET leg/NOUN over/ADP leg/NOUN step/VERB back/ADV to/ADP the/DET right/NOUN#0.0#0.0
"
3,322,"person moves their hands and feet up and down while walking in circles.#person/NOUN move/VERB their/DET hand/NOUN and/CCONJ foot/NOUN up/ADV and/CCONJ down/ADV while/SCONJ walk/VERB in/ADP circle/NOUN#0.0#0.0
a person is swinging their arms and stepping while rotating clockwise in place.#a/DET person/NOUN is/AUX swinge/VERB their/DET arm/NOUN and/CCONJ step/VERB while/SCONJ rotate/VERB clockwise/NOUN in/ADP place/NOUN#0.0#0.0
a figure bouncing off one foot to the other dancing in a figure 8, while waving their arms around the air in rhythm with their feet#a/DET figure/NOUN bounce/VERB off/ADP one/NUM foot/NOUN to/ADP the/DET other/ADJ dancing/NOUN in/ADP a/DET figure/NOUN while/SCONJ wave/VERB their/DET arm/NOUN around/ADP the/DET air/NOUN in/ADP rhythm/NOUN with/ADP their/DET foot/NOUN#0.0#0.0
"
3,323,"person slightly takes a larger step whilst step to walk over something#person/NOUN slightly/ADV take/VERB a/DET larger/ADJ step/NOUN whilst/SCONJ step/NOUN to/PART walk/VERB over/ADP something/PRON#0.0#0.0
someone walking down the street#someone/PRON walk/VERB down/ADP the/DET street/NOUN#0.0#0.0
a person walks forward, slightly limping to the left.#a/DET person/NOUN walk/VERB forward/ADV slightly/ADV limp/VERB to/ADP the/DET left/NOUN#0.0#0.0
"
3,326,"a person walks in a straight diagonal line then makes a sharp turnaround at both ends of the line.#a/DET person/NOUN walk/VERB in/ADP a/DET straight/ADJ diagonal/ADJ line/NOUN then/ADV make/VERB a/DET sharp/ADJ turnaround/NOUN at/ADP both/DET end/NOUN of/ADP the/DET line/NOUN#0.0#0.0
a person paces back and forth#a/DET person/NOUN pace/VERB back/ADV and/CCONJ forth/ADV#0.0#0.0
"
3,327,"a person walking to the right.#a/DET person/NOUN walk/VERB to/ADP the/DET right/NOUN#0.0#0.0
a person starts out walking straight and then turns slightly right.#a/DET person/NOUN start/VERB out/ADP walk/VERB straight/ADV and/CCONJ then/ADV turn/VERB slightly/ADV right/ADJ#0.0#0.0
"
3,332,"the figure is balanced on the left foot of a straight supporting leg, left arm extended, holding right foot on a bent right leg with right hand; figure struggles with balance, hopping to its right then left, then bends arm and extends its right leg before further bending leg.#the/DET figure/NOUN is/AUX balance/VERB on/ADP the/DET left/ADJ foot/NOUN of/ADP a/DET straight/ADJ support/VERB leg/NOUN left/ADJ arm/NOUN extended/ADJ hold/VERB right/ADJ foot/NOUN on/ADP a/DET bent/ADJ right/ADJ leg/NOUN with/ADP right/ADJ hand/NOUN figure/NOUN struggle/NOUN with/ADP balance/NOUN hop/VERB to/ADP its/DET right/NOUN then/ADV left/VERB then/ADV bend/VERB arm/NOUN and/CCONJ extend/VERB its/DET right/ADJ leg/NOUN before/ADP further/ADV bend/VERB leg/NOUN#0.0#0.0
a person stands on one foot while holding up their right leg with their right arm#a/DET person/NOUN stand/VERB on/ADP one/NUM foot/NOUN while/SCONJ hold/VERB up/ADP their/DET right/ADJ leg/NOUN with/ADP their/DET right/ADJ arm/NOUN#0.0#0.0
a person stands on their left leg whilst having their right leg in the air behind them and grabbing onto their right ankle, whilst struggling to maintain their balance.#a/DET person/NOUN stand/VERB on/ADP their/DET left/ADJ leg/NOUN whilst/SCONJ have/VERB their/DET right/ADJ leg/NOUN in/ADP the/DET air/NOUN behind/ADP them/PRON and/CCONJ grab/VERB onto/ADP their/DET right/ADJ ankle/NOUN whilst/SCONJ struggle/VERB to/PART maintain/VERB their/DET balance/NOUN#0.0#0.0
"
3,335,"a person crawls backwards on the floor from side to side.#a/DET person/NOUN crawl/VERB backwards/ADV on/ADP the/DET floor/NOUN from/ADP side/NOUN to/ADP side/NOUN#0.0#0.0
the boy got onto his hands and knees and moved backwards.#the/DET boy/NOUN get/VERB onto/ADP his/DET hand/NOUN and/CCONJ knee/NOUN and/CCONJ move/VERB backwards/ADV#0.0#0.0
a person crawls backwards on the ground#a/DET person/NOUN crawl/VERB backwards/ADV on/ADP the/DET ground/NOUN#0.0#0.0
"
3,338,"a person holds their hands in front of them and moves them in a circular motion#a/DET person/NOUN hold/VERB their/DET hand/NOUN in/ADP front/NOUN of/ADP them/PRON and/CCONJ move/VERB them/PRON in/ADP a/DET circular/ADJ motion/NOUN#0.0#0.0
person looks to be stirring something#person/NOUN look/VERB to/PART be/AUX stir/VERB something/PRON#0.0#0.0
with both hands up and ready, this person seems to be rubbing something, using the left hand at first and switching to the right hand with ease.#with/ADP both/DET hand/NOUN up/ADV and/CCONJ ready/ADJ this/DET person/NOUN seem/VERB to/PART be/AUX rub/VERB something/PRON use/VERB the/DET left/ADJ hand/NOUN at/ADP first/ADV and/CCONJ switch/VERB to/ADP the/DET right/ADJ hand/NOUN with/ADP ease/NOUN#0.0#0.0
"
3,339,"a person is spinning around#a/DET person/NOUN is/AUX spin/VERB around/ADV#0.0#0.0
a kid spin around getting dizzy#a/DET kid/ADJ spin/NOUN around/ADP get/VERB dizzy/ADJ#0.0#0.0
a person holds their arms out and spins in circles, then spins the opposite direction#a/DET person/NOUN hold/VERB their/DET arm/NOUN out/ADP and/CCONJ spin/VERB in/ADP circle/NOUN then/ADV spin/VERB the/DET opposite/ADJ direction/NOUN#0.0#0.0
"
3,340,"person is doing fast jumping jacks#person/NOUN is/AUX do/VERB fast/ADJ jump/VERB jack/NOUN#0.0#0.0
a person is doing many jumping jacks.#a/DET person/NOUN is/AUX do/VERB many/ADJ jump/VERB jack/NOUN#0.0#0.0
a person is doing standing jumping jacks.#a/DET person/NOUN is/AUX do/VERB stand/VERB jumping/NOUN jack/NOUN#0.0#0.0
"
3,341,"a person takes a step back, starts swinging their fists boxing, and then runs forward.#a/DET person/NOUN take/VERB a/DET step/NOUN back/ADV start/VERB swinge/VERB their/DET fist/NOUN box/VERB and/CCONJ then/ADV run/VERB forward/ADV#0.0#0.0
a person backs up, throws punches in the air, runs forward to the right, runs backwards and then throws arms up in air to the side#a/DET person/NOUN back/VERB up/ADP throw/VERB punch/NOUN in/ADP the/DET air/NOUN run/VERB forward/ADV to/ADP the/DET right/NOUN run/VERB backwards/ADV and/CCONJ then/ADV throw/VERB arm/NOUN up/ADP in/ADP air/NOUN to/ADP the/DET side/NOUN#0.0#0.0
"
3,342,"person gets on hands and knees, crawls forward, turns around, crawls back to where it started and stands up.#person/NOUN get/VERB on/ADP hand/NOUN and/CCONJ knee/NOUN crawl/VERB forward/ADV turn/VERB around/ADV crawl/VERB back/ADV to/ADP where/ADV it/PRON start/VERB and/CCONJ stand/VERB up/ADP#0.0#0.0
a person got down on their knee and started crawling.#a/DET person/NOUN get/VERB down/ADP on/ADP their/DET knee/NOUN and/CCONJ start/VERB crawl/VERB#0.0#5.0
a person crawls forward on their hands and knees, then turns and crawls forward#a/DET person/NOUN crawl/VERB forward/ADV on/ADP their/DET hand/NOUN and/CCONJ knee/NOUN then/ADV turn/VERB and/CCONJ crawl/VERB forward/ADV#0.0#0.0
"
3,343,"the person is in a fighting pose with both hands ready to strike, then does a 360 degrees, clockwise kick with their right foot.#the/DET person/NOUN is/AUX in/ADP a/DET fighting/NOUN pose/NOUN with/ADP both/DET hand/NOUN ready/ADJ to/PART strike/VERB then/ADV does/AUX a/DET degree/NOUN clockwise/VERB kick/NOUN with/ADP their/DET right/ADJ foot/NOUN#0.0#0.0
a man throws a spinning heel kick with his right leg.#a/DET man/NOUN throw/VERB a/DET spin/VERB heel/NOUN kick/NOUN with/ADP his/DET right/ADJ leg/NOUN#0.0#0.0
a person does a karate kick#a/DET person/NOUN does/AUX a/DET karate/NOUN kick/VERB#0.0#0.0
"
3,351,"person takes a large step to the right and loses balance slightly then is stationary#person/NOUN take/VERB a/DET large/ADJ step/NOUN to/ADP the/DET right/NOUN and/CCONJ lose/VERB balance/NOUN slightly/ADV then/ADV is/AUX stationary/ADJ#0.0#0.0
a person stands still, then sidesteps to the right#a/DET person/NOUN stand/VERB still/ADV then/ADV sidestep/VERB to/ADP the/DET right/NOUN#0.0#0.0
a person is standing and then slides to the left.#a/DET person/NOUN is/AUX stand/VERB and/CCONJ then/ADV slide/VERB to/ADP the/DET left/NOUN#0.0#0.0
"
3,355,"someone throws baseball down the plate#someone/PRON throw/VERB baseball/NOUN down/ADP the/DET plate/NOUN#0.0#0.0
a person throws something with their right arm#a/DET person/NOUN throw/VERB something/PRON with/ADP their/DET right/ADJ arm/NOUN#0.0#0.0
the person imitates throwing something with their right hand, the movement is choppy#the/DET person/NOUN imitate/VERB throw/VERB something/PRON with/ADP their/DET right/ADJ hand/NOUN the/DET movement/NOUN is/AUX choppy/ADJ#0.0#0.0
"
3,356,"a person holds their arms up and bends them repeatedly at the elbow#a/DET person/NOUN hold/VERB their/DET arm/NOUN up/ADP and/CCONJ bend/VERB them/PRON repeatedly/ADV at/ADP the/DET elbow/NOUN#0.0#0.0
a person is performing arm exercises.#a/DET person/NOUN is/AUX perform/VERB arm/NOUN exercise/NOUN#0.0#0.0
person is waving their arms#person/NOUN is/AUX wave/VERB their/DET arm/NOUN#0.0#0.0
"
3,358,"a person stumbles awkwardly in a counter clockwise cricle then stumbles in a semi circle and walks foreward a few steps.#a/DET person/NOUN stumble/VERB awkwardly/ADV in/ADP a/DET counter/NOUN clockwise/NOUN cricle/NOUN then/ADV stumble/VERB in/ADP a/DET semi/ADJ circle/NOUN and/CCONJ walk/VERB foreward/VERB a/DET few/ADJ step/NOUN#0.0#0.0
a person stumbles to the left, turns around counter-clockwise and steps forward, stumbles to the left again and turns back around counter-clockwise.#a/DET person/NOUN stumble/VERB to/ADP the/DET left/NOUN turn/VERB around/ADV counterclockwise/NOUN and/CCONJ step/NOUN forward/ADV stumble/NOUN to/ADP the/DET left/NOUN again/ADV and/CCONJ turn/VERB back/ADV around/ADP counterclockwise/NOUN#0.0#0.0
a man walks forth and twists his foot in the process whilst going both ways#a/DET man/NOUN walk/VERB forth/ADV and/CCONJ twist/VERB his/DET foot/NOUN in/ADP the/DET process/NOUN whilst/SCONJ go/VERB both/DET way/NOUN#0.0#0.0
"
3,361,"a person squats down and moves their hands around at head level#a/DET person/NOUN squat/VERB down/ADP and/CCONJ move/VERB their/DET hand/NOUN around/ADV at/ADP head/NOUN level/NOUN#0.0#0.0
person looks to be driving and steering to their left#person/NOUN look/VERB to/PART be/AUX drive/VERB and/CCONJ steer/VERB to/ADP their/DET left/NOUN#0.0#0.0
a person squats by bending both knees and both elbows and moving arms above legs without touching them.#a/DET person/NOUN squat/VERB by/ADP bend/VERB both/DET knee/NOUN and/CCONJ both/CCONJ elbow/NOUN and/CCONJ move/VERB arm/NOUN above/ADP leg/NOUN without/ADP touch/VERB them/PRON#0.0#5.0
"
3,365,"a person does a four cartwheels, each time coming back to where they started#a/DET person/NOUN does/AUX a/DET four/NUM cartwheel/NOUN each/DET time/NOUN come/VERB back/ADV to/ADP where/ADV they/PRON start/VERB#0.0#0.0
a man attempts to do cartwheels several times in a row.#a/DET man/NOUN attempt/VERB to/PART do/AUX cartwheel/NOUN several/ADJ time/NOUN in/ADP a/DET row/NOUN#0.0#0.0
a person is doing multiple cart wheels.#a/DET person/NOUN is/AUX do/VERB multiple/ADJ cart/NOUN wheel/NOUN#0.0#0.0
"
3,367,"a person turns clockwise while standing in place then slowly stretches arms outward to their side.#a/DET person/NOUN turn/VERB clockwise/NOUN while/SCONJ stand/VERB in/ADP place/NOUN then/ADV slowly/ADV stretch/VERB arm/NOUN outward/ADV to/ADP their/DET side/NOUN#0.0#0.0
a person slowly turns then raises their arms#a/DET person/NOUN slowly/ADV turn/VERB then/ADV raise/VERB their/DET arm/NOUN#0.0#0.0
a person carefully steps in a circular motion looking downward and then raises their arms outwards.#a/DET person/NOUN carefully/ADV step/VERB in/ADP a/DET circular/ADJ motion/NOUN look/VERB downward/ADV and/CCONJ then/ADV raise/VERB their/DET arm/NOUN outward/NOUN#0.0#0.0
"
3,368,"a person skips several steps to the right, several steps to the left and then two steps to the right.#a/DET person/NOUN skip/VERB several/ADJ step/NOUN to/ADP the/DET right/ADJ several/ADJ step/NOUN to/ADP the/DET left/NOUN and/CCONJ then/ADV two/NUM step/NOUN to/ADP the/DET right/NOUN#0.0#0.0
the figure side skips in a figure 8 motion.#the/DET figure/NOUN side/NOUN skip/NOUN in/ADP a/DET figure/NOUN motion/NOUN#0.0#0.0
a person runs while sidestepping back and forth#a/DET person/NOUN run/VERB while/SCONJ sidestep/VERB back/ADV and/CCONJ forth/ADV#0.0#0.0
"
3,370,"person is slightly squatting and does a t-pose#person/NOUN is/AUX slightly/ADV squat/VERB and/CCONJ does/AUX a/DET tpose/NOUN#0.0#0.0
a person raises their arms then lowers them then raises them#a/DET person/NOUN raise/VERB their/DET arm/NOUN then/ADV lower/VERB them/PRON then/ADV raise/VERB them/PRON#0.0#0.0
individual appears to raise arms.#individual/PROPN appear/VERB to/PART raise/VERB arm/NOUN#1.0#3.0
"
3,371,"a person is performing a pitching motion as if throwing a ball.#a/DET person/NOUN is/AUX perform/VERB a/DET pitching/NOUN motion/NOUN as/SCONJ if/SCONJ throw/VERB a/DET ball/NOUN#0.0#0.0
person is doing a baseball throw but in slow motion#person/NOUN is/AUX do/VERB a/DET baseball/NOUN throw/NOUN but/CCONJ in/ADP slow/ADJ motion/NOUN#0.0#0.0
a person brings their hands together twice, then throws something#a/DET person/NOUN bring/VERB their/DET hand/NOUN together/ADV twice/ADV then/ADV throw/VERB something/PRON#0.0#0.0
"
3,374,"a person folds their arms#a/DET person/NOUN fold/VERB their/DET arm/NOUN#0.0#0.0
person crosses their arms over each other in the chest area then drops them#person/NOUN cross/VERB their/DET arm/NOUN over/ADP each/DET other/ADJ in/ADP the/DET chest/NOUN area/NOUN then/ADV drop/VERB them/PRON#0.0#0.0
someone not happy and fold his man#someone/PRON not/PART happy/ADJ and/CCONJ fold/VERB his/DET man/NOUN#0.0#0.0
"
3,375,"a person walks leisurely forward and then pivots to their right in a u-shape and then walking straight#a/DET person/NOUN walk/VERB leisurely/ADV forward/ADV and/CCONJ then/ADV pivot/NOUN to/ADP their/DET right/NOUN in/ADP a/DET ushape/NOUN and/CCONJ then/ADV walk/VERB straight/ADV#0.0#9.0
a person walked forward, then turned right, then walked back diagonally.#a/DET person/NOUN walk/VERB forward/ADV then/ADV turn/VERB right/ADV then/ADV walk/VERB back/ADV diagonally/ADV#0.0#0.0
"
3,376,"a person with their arms spread open moves them down and then sits in a sitting chair position then waves their right hand#a/DET person/NOUN with/ADP their/DET arm/NOUN spread/VERB open/ADJ move/VERB them/PRON down/ADP and/CCONJ then/ADV sit/VERB in/ADP a/DET sit/VERB chair/NOUN position/NOUN then/ADV wave/VERB their/DET right/ADJ hand/NOUN#0.0#0.0
a man sat down at the poker table playing#a/DET man/NOUN sit/VERB down/ADP at/ADP the/DET poker/NOUN table/NOUN play/VERB#0.0#0.0
a person sits on something then pets something on their lap#a/DET person/NOUN sit/VERB on/ADP something/PRON then/ADV pet/VERB something/PRON on/ADP their/DET lap/NOUN#0.0#0.0
"
3,378,"person points using their right arm#person/NOUN point/VERB use/VERB their/DET right/ADJ arm/NOUN#0.0#0.0
person lifts right arm fully extended from by their side to shoulder height and lowers it back down to side#person/NOUN lift/VERB right/ADJ arm/NOUN fully/ADV extend/VERB from/ADP by/ADP their/DET side/NOUN to/ADP shoulder/NOUN height/NOUN and/CCONJ lower/VERB it/PRON back/ADV down/ADP to/PART side/VERB#0.0#0.0
a man raises its right arm.#a/DET man/NOUN raise/VERB its/DET right/ADJ arm/NOUN#0.0#0.0
"
3,383,"a man walks backwards to get on his hands and knees, crawls forward, gets up, then walks backwards.#a/DET man/NOUN walk/VERB backwards/ADV to/PART get/AUX on/ADP his/DET hand/NOUN and/CCONJ knee/NOUN crawl/VERB forward/ADV get/VERB up/ADV then/ADV walk/VERB backwards/ADV#0.0#0.0
a figure taking a few steps backwards before getting down on hands and knees crawling forward, only to get back up, to walk backwards, and then forwards again#a/DET figure/NOUN take/VERB a/DET few/ADJ step/NOUN backwards/ADV before/ADP get/VERB down/ADP on/ADP hand/NOUN and/CCONJ knee/NOUN crawl/VERB forward/ADV only/ADV to/PART get/AUX back/ADV up/ADP to/PART walk/VERB backwards/ADV and/CCONJ then/ADV forward/VERB again/ADV#0.0#0.0
a person walks backwards and then crawls forwards#a/DET person/NOUN walk/VERB backwards/ADV and/CCONJ then/ADV crawl/VERB forwards/ADV#0.0#0.0
"
3,386,"a person walks forward as they raises both arm and sets them back down.#a/DET person/NOUN walk/VERB forward/ADV as/SCONJ they/PRON raise/VERB both/DET arm/NOUN and/CCONJ set/VERB them/PRON back/ADV down/ADV#0.0#0.0
a person holds their arms up for balance and walks forward one foot in front of the other#a/DET person/NOUN hold/VERB their/DET arm/NOUN up/ADP for/ADP balance/NOUN and/CCONJ walk/VERB forward/ADV one/NUM foot/NOUN in/ADP front/NOUN of/ADP the/DET other/ADJ#0.0#0.0
a man walks forward with his heels touching his toes on a beam.#a/DET man/NOUN walk/VERB forward/ADV with/ADP his/DET heel/NOUN touch/VERB his/DET toe/NOUN on/ADP a/DET beam/NOUN#0.0#0.0
"
3,389,"person walks forward then stumbles back a bit then continues walking forwards#person/NOUN walk/VERB forward/ADV then/ADV stumble/VERB back/ADV a/DET bit/NOUN then/ADV continue/VERB walking/NOUN forwards/ADV#0.0#0.0
individual appears to walk forward then step back and again to the front.#individual/ADJ appear/VERB to/PART walk/VERB forward/ADV then/ADV step/VERB back/ADV and/CCONJ again/ADV to/ADP the/DET front/NOUN#1.0#4.0
a man walks forward then moves back one step them moves forward again.#a/DET man/NOUN walk/VERB forward/ADV then/ADV move/VERB back/ADV one/NUM step/NOUN them/PRON move/VERB forward/ADV again/ADV#0.0#0.0
"
3,390,"a person puts left arm in sweater, then right arm, then buttons sweater.#a/DET person/NOUN put/VERB left/ADJ arm/NOUN in/ADP sweater/NOUN then/ADV right/ADJ arm/NOUN then/ADV button/NOUN sweater/NOUN#0.0#0.0
a person puts on a coat then buttons it#a/DET person/NOUN put/VERB on/ADP a/DET coat/NOUN then/ADV button/VERB it/PRON#0.0#0.0
someone putting a jacket slowly#someone/PRON put/VERB a/DET jacket/NOUN slowly/ADV#0.0#0.0
"
3,391,"a person prepares and object in front of them with their hands then, scrubs their face with their right hand.#a/DET person/NOUN prepare/VERB and/CCONJ object/NOUN in/ADP front/NOUN of/ADP them/PRON with/ADP their/DET hand/NOUN then/ADV scrub/VERB their/DET face/NOUN with/ADP their/DET right/ADJ hand/NOUN#0.0#0.0
a person moves their right hand around at waist level then raises it to their head and shakes#a/DET person/NOUN move/VERB their/DET right/ADJ hand/NOUN around/ADV at/ADP waist/ADJ level/NOUN then/ADV raise/VERB it/PRON to/ADP their/DET head/NOUN and/CCONJ shake/NOUN#0.0#0.0
someone is shaking their right hand close to their head while having their left hand at their side and moving their neck.#someone/PRON is/AUX shake/VERB their/DET right/ADJ hand/NOUN close/ADV to/ADP their/DET head/NOUN while/SCONJ have/VERB their/DET left/ADJ hand/NOUN at/ADP their/DET side/NOUN and/CCONJ move/VERB their/DET neck/NOUN#5.0#9.0
"
3,394,"a person takes one step to the side, crouches, folds their hands in their lap, and then rises upright again.#a/DET person/NOUN take/VERB one/NUM step/NOUN to/ADP the/DET side/NOUN crouch/NOUN fold/VERB their/DET hand/NOUN in/ADP their/DET lap/NOUN and/CCONJ then/ADV rise/VERB upright/ADV again/ADV#0.0#8.0
a person sidesteps facing forward and then stands up again.#a/DET person/NOUN sidestep/VERB face/VERB forward/ADV and/CCONJ then/ADV stand/VERB up/ADP again/ADV#0.0#0.0
person takes a step to their left and sits down then stands back up#person/NOUN take/VERB a/DET step/NOUN to/ADP their/DET left/NOUN and/CCONJ sit/VERB down/ADV then/ADV stand/VERB back/ADV up/ADV#0.0#0.0
"
